Function / Call Stack,INST_RETIRED.ANY,CPU_CLK_UNHALTED.THREAD,CPU_CLK_UNHALTED.REF_TSC,DTLB_LOAD_MISSES.MISS_CAUSES_A_WALK,ITLB_MISSES.MISS_CAUSES_A_WALK,MEM_LOAD_RETIRED.L1_HIT_PS,MEM_LOAD_RETIRED.L1_MISS_PS,MEM_LOAD_RETIRED.L2_HIT_PS,MEM_LOAD_RETIRED.L2_MISS_PS,MEM_LOAD_RETIRED.L3_HIT_PS,MEM_LOAD_RETIRED.L3_MISS_PS,time_avg,time_min,time_max,type,n,r
ijk_ikj_1200_20,10.1958E+9,2.8106E+9,2.326E+9,720E+3,0,3.41664E+9,9.32E+6,1.564E+6,7.624E+6,7.456E+6,152E+3,0.2174,0.2,0.299,ijk_ikj,1200,20
ijk_ikj_1200_24,9.8534E+9,2.7016E+9,2.2344E+9,620E+3,0,3.39428E+9,9.9E+6,2.968E+6,6.232E+6,6.088E+6,140E+3,0.2282,0.201,0.329,ijk_ikj,1200,24
ijk_ikj_1200_25,10.287E+9,2.8286E+9,2.3408E+9,800E+3,0,3.45752E+9,9.46E+6,3.352E+6,5.34E+6,5.116E+6,228E+3,0.2064,0.195,0.239,ijk_ikj,1200,25
ijk_ikj_1200_30,10.0628E+9,2.7736E+9,2.296E+9,540E+3,0,3.55198E+9,8.28E+6,3.624E+6,3.628E+6,3.388E+6,204E+3,0.2016,0.191,0.261,ijk_ikj,1200,30
ijk_ikj_1200_40,9.1832E+9,2.6272E+9,2.175E+9,500E+3,0,3.38834E+9,7.36E+6,4.516E+6,2.628E+6,2.396E+6,188E+3,0.2182,0.194,0.293,ijk_ikj,1200,40
ijk_ikj_1200_48,9.0172E+9,2.5644E+9,2.1238E+9,340E+3,0,3.44486E+9,5.96E+6,3.64E+6,1.86E+6,1.64E+6,160E+3,0.2207,0.199,0.31,ijk_ikj,1200,48
ijk_ikj_1200_50,9.3142E+9,2.6602E+9,2.2018E+9,320E+3,0,3.51062E+9,6E+6,4.164E+6,1.668E+6,1.432E+6,152E+3,0.2009,0.183,0.261,ijk_ikj,1200,50
ijk_ikj_1200_60,8.8546E+9,2.5668E+9,2.1216E+9,280E+3,0,3.3916E+9,7.02E+6,4.476E+6,1.372E+6,1.172E+6,140E+3,0.1876,0.182,0.2,ijk_ikj,1200,60
ijk_ikj_1200_75,8.9938E+9,2.6782E+9,2.2162E+9,80E+3,0,3.36944E+9,30.16E+6,25.088E+6,1.3E+6,1.072E+6,188E+3,0.2,0.19,0.251,ijk_ikj,1200,75
ijk_ikj_1200_80,8.6926E+9,2.7478E+9,2.2746E+9,80E+3,0,3.1476E+9,49.48E+6,46.264E+6,1.32E+6,1.076E+6,176E+3,0.2158,0.203,0.231,ijk_ikj,1200,80
ijk_ikj_1200_100,8.5962E+9,2.814E+9,2.3314E+9,240E+3,0,2.93332E+9,67.78E+6,68.944E+6,1.508E+6,1.28E+6,168E+3,0.2281,0.199,0.303,ijk_ikj,1200,100
ijk_ikj_1200_120,8.531E+9,2.8688E+9,2.3722E+9,140E+3,0,2.94598E+9,68.04E+6,66.904E+6,2.828E+6,2.548E+6,192E+3,0.252,0.235,0.35,ijk_ikj,1200,120
ijk_ikj_1200_150,8.5772E+9,2.838E+9,2.3502E+9,160E+3,0,2.957E+9,60.28E+6,58.58E+6,4.836E+6,4.688E+6,164E+3,0.2112,0.202,0.235,ijk_ikj,1200,150
ijk_ikj_1200_200,8.404E+9,3.0088E+9,2.4794E+9,40E+3,20E+3,2.91526E+9,58.02E+6,48.388E+6,13.208E+6,13.02E+6,196E+3,0.2777,0.263,0.323,ijk_ikj,1200,200
ijk_ikj_1200_240,8.372E+9,2.9582E+9,2.4358E+9,60E+3,0,3.02048E+9,58.28E+6,43.732E+6,14.24E+6,14.1E+6,152E+3,0.3245,0.315,0.36,ijk_ikj,1200,240
ijk_ikj_1200_300,8.3412E+9,2.927E+9,2.4212E+9,100E+3,0,3.02616E+9,52.8E+6,41.952E+6,11.164E+6,11.044E+6,88E+3,0.2263,0.206,0.361,ijk_ikj,1200,300
ijk_ikj_1300_10,17.8106E+9,4.84E+9,4.0028E+9,4.06E+6,0,4.86052E+9,34.54E+6,6.396E+6,28.512E+6,28.3E+6,160E+3,0.375,0.337,0.552,ijk_ikj,1300,10
ijk_ikj_1300_13,15.6416E+9,4.1466E+9,3.431E+9,2.76E+6,0,4.57678E+9,20.86E+6,868E+3,19.94E+6,19.692E+6,220E+3,0.3055,0.296,0.38,ijk_ikj,1300,13
ijk_ikj_1300_20,12.9642E+9,3.6062E+9,2.9856E+9,1.64E+6,0,4.3287E+9,11.88E+6,1.564E+6,9.912E+6,9.648E+6,212E+3,0.2709,0.263,0.286,ijk_ikj,1300,20
ijk_ikj_1300_25,13.078E+9,3.55E+9,2.9366E+9,1.6E+6,0,4.47802E+9,11.44E+6,3.252E+6,6.784E+6,6.392E+6,324E+3,0.263,0.252,0.301,ijk_ikj,1300,25
ijk_ikj_1300_26,13.1644E+9,3.5384E+9,2.9296E+9,1.22E+6,20E+3,4.50068E+9,10.32E+6,2.828E+6,6.268E+6,5.988E+6,252E+3,0.2723,0.26,0.317,ijk_ikj,1300,26
ijk_ikj_1300_50,11.8426E+9,3.3028E+9,2.7318E+9,600E+3,0,4.38736E+9,6.9E+6,4.312E+6,2.116E+6,1.828E+6,236E+3,0.2653,0.247,0.365,ijk_ikj,1300,50
ijk_ikj_1300_52,11.3848E+9,3.2374E+9,2.6788E+9,540E+3,0,4.32332E+9,7.14E+6,4.36E+6,2.124E+6,1.824E+6,232E+3,0.2595,0.254,0.274,ijk_ikj,1300,52
ijk_ikj_1300_65,11.4392E+9,3.3068E+9,2.7354E+9,340E+3,0,4.29206E+9,13.28E+6,9.236E+6,1.82E+6,1.476E+6,236E+3,0.2548,0.235,0.347,ijk_ikj,1300,65
ijk_ikj_1300_100,10.9276E+9,3.5476E+9,2.9348E+9,300E+3,0,3.81706E+9,88.36E+6,85.392E+6,2.008E+6,1.724E+6,228E+3,0.3126,0.307,0.333,ijk_ikj,1300,100
ijk_ikj_1300_130,10.9772E+9,3.559E+9,2.9414E+9,200E+3,0,3.7778E+9,80.18E+6,79.308E+6,4.476E+6,4.168E+6,216E+3,0.3191,0.301,0.366,ijk_ikj,1300,130
ijk_ikj_1300_260,10.6276E+9,3.6304E+9,2.9802E+9,140E+3,0,3.8233E+9,72.1E+6,54.068E+6,17.528E+6,17.316E+6,188E+3,0.4056,0.398,0.422,ijk_ikj,1300,260
ijk_ikj_1300_325,10.6402E+9,3.639E+9,3.011E+9,80E+3,0,3.89332E+9,67.5E+6,52.068E+6,14.196E+6,14.092E+6,108E+3,0.3023,0.259,0.433,ijk_ikj,1300,325
ijk_ikj_1400_10,22.2466E+9,5.939E+9,4.9124E+9,5.72E+6,0,6.08668E+9,43.4E+6,7.408E+6,36.272E+6,35.936E+6,252E+3,0.4812,0.423,0.744,ijk_ikj,1400,10
ijk_ikj_1400_14,19.4908E+9,5.0906E+9,4.2114E+9,4.1E+6,0,5.87858E+9,22.14E+6,1.168E+6,20.736E+6,20.46E+6,240E+3,0.3751,0.362,0.431,ijk_ikj,1400,14
ijk_ikj_1400_20,16.19E+9,4.543E+9,3.753E+9,2.8E+6,0,5.47592E+9,15E+6,1.928E+6,12.428E+6,12.032E+6,320E+3,0.3573,0.328,0.418,ijk_ikj,1400,20
ijk_ikj_1400_25,16.3336E+9,4.5478E+9,3.7588E+9,2.52E+6,0,5.54664E+9,14.68E+6,4.472E+6,8.672E+6,8.02E+6,552E+3,0.3286,0.309,0.407,ijk_ikj,1400,25
ijk_ikj_1400_28,15.2628E+9,4.2754E+9,3.537E+9,1.9E+6,0,5.44038E+9,13.48E+6,5E+6,7.076E+6,6.532E+6,440E+3,0.3163,0.308,0.341,ijk_ikj,1400,28
ijk_ikj_1400_35,15.7292E+9,4.2914E+9,3.5536E+9,1.42E+6,0,5.6038E+9,13.24E+6,7.62E+6,5.036E+6,4.5E+6,444E+3,0.315,0.3,0.419,ijk_ikj,1400,35
ijk_ikj_1400_40,14.5804E+9,4.1634E+9,3.4404E+9,1.14E+6,20E+3,5.41558E+9,11.68E+6,7.052E+6,4.224E+6,3.636E+6,440E+3,0.3011,0.294,0.333,ijk_ikj,1400,40
ijk_ikj_1400_50,14.7884E+9,4.1322E+9,3.4198E+9,760E+3,0,5.51874E+9,8.38E+6,5.028E+6,2.612E+6,2.124E+6,376E+3,0.3137,0.288,0.351,ijk_ikj,1400,50
ijk_ikj_1400_56,14.1356E+9,4.2138E+9,3.4884E+9,640E+3,0,5.38496E+9,12.66E+6,8.564E+6,2.6E+6,2.012E+6,484E+3,0.3494,0.318,0.406,ijk_ikj,1400,56
ijk_ikj_1400_70,14.2864E+9,4.2758E+9,3.538E+9,560E+3,0,5.34496E+9,23.7E+6,17.88E+6,2.16E+6,1.636E+6,400E+3,0.3319,0.294,0.422,ijk_ikj,1400,70
ijk_ikj_1400_100,13.6492E+9,4.419E+9,3.6578E+9,300E+3,0,4.73356E+9,110.84E+6,109.016E+6,2.184E+6,1.776E+6,332E+3,0.3805,0.355,0.437,ijk_ikj,1400,100
ijk_ikj_1400_140,13.4744E+9,4.4654E+9,3.6862E+9,180E+3,0,4.81122E+9,99.64E+6,92.088E+6,6.124E+6,5.78E+6,276E+3,0.3958,0.371,0.469,ijk_ikj,1400,140
ijk_ikj_1400_175,13.5722E+9,4.5024E+9,3.7284E+9,180E+3,0,4.82564E+9,96.26E+6,81.596E+6,13.892E+6,13.564E+6,240E+3,0.3885,0.316,0.485,ijk_ikj,1400,175
ijk_ikj_1400_200,13.3448E+9,4.5672E+9,3.77E+9,140E+3,0,4.63268E+9,92.78E+6,76.56E+6,21.264E+6,20.936E+6,304E+3,0.3754,0.366,0.402,ijk_ikj,1400,200
ijk_ikj_1400_280,13.2584E+9,4.6366E+9,3.8052E+9,140E+3,0,4.76678E+9,88.14E+6,67.828E+6,21.532E+6,21.236E+6,224E+3,0.5154,0.493,0.649,ijk_ikj,1400,280
ijk_ikj_1400_350,13.2914E+9,4.7722E+9,3.9444E+9,100E+3,0,4.8617E+9,80.04E+6,65.544E+6,16.1E+6,15.884E+6,160E+3,0.3493,0.321,0.489,ijk_ikj,1400,350
ijk_ikj_1500_10,27.3586E+9,7.7664E+9,6.426E+9,14.22E+6,20E+3,7.43864E+9,51.78E+6,6.648E+6,46.408E+6,45.956E+6,368E+3,0.5737,0.532,0.727,ijk_ikj,1500,10
ijk_ikj_1500_12,22.6946E+9,6.4834E+9,5.3638E+9,10.04E+6,0,6.75682E+9,33.48E+6,1.64E+6,31.984E+6,31.564E+6,372E+3,0.4829,0.447,0.58,ijk_ikj,1500,12
ijk_ikj_1500_15,23.9274E+9,6.572E+9,5.4382E+9,7.46E+6,0,7.39382E+9,25.5E+6,1.788E+6,23.676E+6,22.996E+6,536E+3,0.4691,0.442,0.544,ijk_ikj,1500,15
ijk_ikj_1500_20,19.9142E+9,5.7834E+9,4.7822E+9,4.68E+6,0,6.6926E+9,19.2E+6,2.864E+6,15.408E+6,14.788E+6,504E+3,0.4138,0.397,0.468,ijk_ikj,1500,20
ijk_ikj_1500_25,20.0896E+9,5.6308E+9,4.6608E+9,3.64E+6,0,6.72642E+9,17.12E+6,4.848E+6,10.916E+6,10.272E+6,520E+3,0.4112,0.381,0.496,ijk_ikj,1500,25
ijk_ikj_1500_30,19.6522E+9,5.5892E+9,4.6258E+9,2.6E+6,0,6.9852E+9,16.76E+6,7.14E+6,7.448E+6,6.576E+6,692E+3,0.4212,0.389,0.504,ijk_ikj,1500,30
ijk_ikj_1500_50,18.1896E+9,5.4924E+9,4.54E+9,1E+6,20E+3,6.75842E+9,13.96E+6,9.956E+6,3.304E+6,2.548E+6,584E+3,0.396,0.385,0.418,ijk_ikj,1500,50
ijk_ikj_1500_60,17.2938E+9,5.3302E+9,4.4096E+9,800E+3,20E+3,6.64422E+9,16.36E+6,12.284E+6,2.788E+6,1.976E+6,636E+3,0.4314,0.397,0.498,ijk_ikj,1500,60
ijk_ikj_1500_75,17.57E+9,5.376E+9,4.4466E+9,580E+3,0,6.5116E+9,56.52E+6,48.74E+6,2.716E+6,1.992E+6,548E+3,0.376,0.367,0.404,ijk_ikj,1500,75
ijk_ikj_1500_100,16.7902E+9,5.6352E+9,4.663E+9,460E+3,20E+3,5.8384E+9,132.56E+6,130.84E+6,3.112E+6,2.536E+6,468E+3,0.4189,0.408,0.432,ijk_ikj,1500,100
ijk_ikj_1500_125,16.8316E+9,5.743E+9,4.7522E+9,180E+3,0,5.822E+9,126.3E+6,122.02E+6,7.536E+6,6.98E+6,424E+3,0.4023,0.385,0.483,ijk_ikj,1500,125
ijk_ikj_1500_150,16.7502E+9,5.6542E+9,4.6692E+9,260E+3,0,5.79528E+9,114.48E+6,109.46E+6,10.772E+6,10.328E+6,356E+3,0.4694,0.459,0.493,ijk_ikj,1500,150
ijk_ikj_1500_250,16.4662E+9,5.6774E+9,4.6602E+9,200E+3,0,5.71926E+9,105.78E+6,84.588E+6,27.436E+6,27.06E+6,316E+3,0.5538,0.518,0.656,ijk_ikj,1500,250
ijk_ikj_1500_300,16.2882E+9,5.7348E+9,4.689E+9,180E+3,0,5.88874E+9,99.38E+6,79.404E+6,22.34E+6,22.1E+6,256E+3,0.6267,0.621,0.648,ijk_ikj,1500,300
ijk_ikj_1500_375,16.3432E+9,5.527E+9,4.5704E+9,100E+3,0,5.9648E+9,107.52E+6,87.336E+6,19.7E+6,19.516E+6,208E+3,0.3912,0.383,0.41,ijk_ikj,1500,375
ijk_ikj_1600_10,33.2054E+9,9.3172E+9,7.7178E+9,25.86E+6,0,9.07134E+9,60.64E+6,4.468E+6,56.496E+6,55.78E+6,592E+3,0.6787,0.646,0.821,ijk_ikj,1600,10
ijk_ikj_1600_16,25.4092E+9,7.0786E+9,5.8602E+9,10.94E+6,0,8.19024E+9,27.2E+6,1.84E+6,24.692E+6,23.996E+6,644E+3,0.4942,0.486,0.51,ijk_ikj,1600,16
ijk_ikj_1600_20,24.167E+9,7.1924E+9,5.9528E+9,7.24E+6,0,8.06028E+9,24.02E+6,4.356E+6,19.008E+6,17.976E+6,932E+3,0.5078,0.48,0.61,ijk_ikj,1600,20
ijk_ikj_1600_25,24.3822E+9,7.1302E+9,5.9026E+9,5.6E+6,20E+3,8.29534E+9,23.54E+6,8.728E+6,13.076E+6,11.684E+6,1.168E+6,0.5245,0.47,0.676,ijk_ikj,1600,25
ijk_ikj_1600_32,22.3564E+9,6.7116E+9,5.5592E+9,3.28E+6,0,8.13718E+9,21.96E+6,11.968E+6,8.6E+6,7.26E+6,1.152E+6,0.4699,0.454,0.517,ijk_ikj,1600,32
ijk_ikj_1600_40,21.767E+9,6.505E+9,5.3804E+9,2.08E+6,0,8.06434E+9,19.76E+6,12.22E+6,6.44E+6,5.112E+6,1.084E+6,0.4736,0.437,0.569,ijk_ikj,1600,40
ijk_ikj_1600_50,22.076E+9,6.7594E+9,5.58E+9,1.3E+6,20E+3,8.20618E+9,21.06E+6,14.656E+6,4.28E+6,3.052E+6,1.028E+6,0.4858,0.431,0.662,ijk_ikj,1600,50
ijk_ikj_1600_64,20.8932E+9,6.4558E+9,5.3342E+9,960E+3,0,7.85166E+9,51.1E+6,43.224E+6,3.492E+6,2.452E+6,868E+3,0.5034,0.485,0.598,ijk_ikj,1600,64
ijk_ikj_1600_80,20.6066E+9,6.8286E+9,5.645E+9,780E+3,0,7.16976E+9,157.48E+6,157.084E+6,3.104E+6,2.204E+6,740E+3,0.5098,0.461,0.608,ijk_ikj,1600,80
ijk_ikj_1600_100,20.3736E+9,6.8722E+9,5.6842E+9,440E+3,20E+3,7.05938E+9,164.3E+6,161.076E+6,4.892E+6,4.228E+6,512E+3,0.4791,0.468,0.53,ijk_ikj,1600,100
ijk_ikj_1600_160,20.031E+9,6.808E+9,5.6112E+9,340E+3,0,7.00882E+9,144.86E+6,130.248E+6,19.1E+6,18.588E+6,436E+3,0.5857,0.562,0.651,ijk_ikj,1600,160
ijk_ikj_1600_200,19.9184E+9,7.0112E+9,5.795E+9,160E+3,0,7.03092E+9,141.74E+6,111.284E+6,32.768E+6,32.288E+6,428E+3,0.5176,0.477,0.677,ijk_ikj,1600,200
ijk_ikj_1600_320,19.7504E+9,6.9284E+9,5.6676E+9,200E+3,20E+3,7.15006E+9,122.24E+6,100.596E+6,25.056E+6,24.748E+6,268E+3,0.7578,0.737,0.825,ijk_ikj,1600,320
ijk_ikj_1600_400,19.6902E+9,6.8322E+9,5.6512E+9,300E+3,0,7.17476E+9,127.98E+6,109.22E+6,19.608E+6,19.412E+6,216E+3,0.5441,0.473,0.726,ijk_ikj,1600,400
ijk_ikj_1700_10,39.8306E+9,11.5732E+9,9.546E+9,37.08E+6,0,10.94576E+9,76.62E+6,7.044E+6,69.4E+6,68.628E+6,696E+3,0.8306,0.784,0.967,ijk_ikj,1700,10
ijk_ikj_1700_17,32.1326E+9,9.0582E+9,7.4916E+9,13.1E+6,0,10.11042E+9,38.14E+6,7.48E+6,29.136E+6,27.764E+6,1.168E+6,0.6534,0.615,0.775,ijk_ikj,1700,17
ijk_ikj_1700_20,28.989E+9,8.5638E+9,7.0822E+9,9.46E+6,0,9.67936E+9,32.86E+6,8.484E+6,23.408E+6,21.836E+6,1.308E+6,0.6166,0.593,0.748,ijk_ikj,1700,20
ijk_ikj_1700_25,29.2482E+9,8.4128E+9,6.9618E+9,7E+6,0,10.0022E+9,30.24E+6,12.188E+6,15.508E+6,13.792E+6,1.464E+6,0.5939,0.566,0.658,ijk_ikj,1700,25
ijk_ikj_1700_34,27.9804E+9,8.2562E+9,6.8212E+9,3.56E+6,0,9.94794E+9,23.54E+6,13.084E+6,9.12E+6,7.296E+6,1.636E+6,0.596,0.553,0.778,ijk_ikj,1700,34
ijk_ikj_1700_50,26.4812E+9,7.9282E+9,6.5522E+9,1.82E+6,20E+3,9.94846E+9,19.78E+6,13.14E+6,4.856E+6,3.416E+6,1.224E+6,0.591,0.547,0.771,ijk_ikj,1700,50
ijk_ikj_1700_68,24.9562E+9,7.9162E+9,6.5508E+9,1.06E+6,20E+3,9.26886E+9,71.44E+6,66.544E+6,3.784E+6,2.604E+6,1.036E+6,0.6135,0.588,0.736,ijk_ikj,1700,68
ijk_ikj_1700_85,25.0546E+9,8.2014E+9,6.7904E+9,840E+3,0,8.84734E+9,164.26E+6,157.92E+6,3.988E+6,2.892E+6,912E+3,0.5889,0.552,0.647,ijk_ikj,1700,85
ijk_ikj_1700_100,24.442E+9,8.4356E+9,6.9648E+9,560E+3,0,8.49254E+9,192.9E+6,190.388E+6,4.768E+6,3.876E+6,696E+3,0.6831,0.655,0.742,ijk_ikj,1700,100
ijk_ikj_1700_170,24.2638E+9,8.9086E+9,7.3128E+9,340E+3,0,8.5721E+9,162.02E+6,138.76E+6,25.78E+6,25.18E+6,540E+3,0.7136,0.701,0.754,ijk_ikj,1700,170
ijk_ikj_1700_340,23.6668E+9,8.6604E+9,7.0636E+9,260E+3,20E+3,8.58018E+9,139.82E+6,115.88E+6,29.104E+6,28.704E+6,332E+3,0.8917,0.887,0.904,ijk_ikj,1700,340
ijk_ikj_1700_425,23.687E+9,8.5138E+9,7.0208E+9,260E+3,80E+3,8.63348E+9,150.06E+6,128.892E+6,24.548E+6,24.164E+6,388E+3,0.5883,0.563,0.637,ijk_ikj,1700,425
ijk_ikj_1800_10,47.2828E+9,14.005E+9,11.5708E+9,48.52E+6,40E+3,12.81546E+9,88.98E+6,6.32E+6,84.34E+6,83.092E+6,1.064E+6,0.9372,0.917,0.982,ijk_ikj,1800,10
ijk_ikj_1800_12,39.2228E+9,11.8368E+9,9.7708E+9,34.32E+6,60E+3,11.67978E+9,59.12E+6,3.328E+6,55.764E+6,54.168E+6,1.356E+6,0.8125,0.776,0.884,ijk_ikj,1800,12
ijk_ikj_1800_15,41.3508E+9,11.887E+9,9.8224E+9,22.18E+6,60E+3,12.89286E+9,47.12E+6,5E+6,40.636E+6,38.676E+6,1.708E+6,0.8256,0.776,1.152,ijk_ikj,1800,15
ijk_ikj_1800_18,38.272E+9,11.11E+9,9.1864E+9,15.06E+6,0,12.2426E+9,39.02E+6,6.064E+6,31.62E+6,29.392E+6,1.924E+6,0.743,0.728,0.786,ijk_ikj,1800,18
ijk_ikj_1800_20,34.4138E+9,10.6302E+9,8.7808E+9,12.42E+6,0,11.59154E+9,36.28E+6,7.476E+6,27.12E+6,24.684E+6,2.176E+6,0.7187,0.695,0.762,ijk_ikj,1800,20
ijk_ikj_1800_24,33.2548E+9,10.293E+9,8.5046E+9,8.78E+6,0,11.60192E+9,36.92E+6,12.932E+6,21.336E+6,18.384E+6,2.616E+6,0.7059,0.66,0.949,ijk_ikj,1800,24
ijk_ikj_1800_25,34.715E+9,10.3492E+9,8.5492E+9,7.98E+6,0,11.7153E+9,33.76E+6,12.3E+6,19.036E+6,16.236E+6,2.372E+6,0.7523,0.679,1.024,ijk_ikj,1800,25
ijk_ikj_1800_30,33.9634E+9,10.1298E+9,8.3738E+9,5.7E+6,60E+3,11.96012E+9,29.52E+6,14.128E+6,12.828E+6,10.424E+6,2.128E+6,0.7627,0.668,0.921,ijk_ikj,1800,30
ijk_ikj_1800_36,31.3658E+9,9.7452E+9,8.0338E+9,3.92E+6,20E+3,11.54208E+9,26.14E+6,15.324E+6,9.624E+6,7.224E+6,2.084E+6,0.72,0.648,0.886,ijk_ikj,1800,36
ijk_ikj_1800_40,30.9934E+9,9.7278E+9,8.0228E+9,3.16E+6,20E+3,11.5137E+9,26.34E+6,16.332E+6,8.652E+6,6.012E+6,2.28E+6,0.7365,0.664,1.053,ijk_ikj,1800,40
ijk_ikj_1800_45,31.5628E+9,9.6056E+9,7.931E+9,2.72E+6,20E+3,11.5579E+9,25.62E+6,17.128E+6,6.824E+6,4.488E+6,2.008E+6,0.6861,0.625,0.785,ijk_ikj,1800,45
ijk_ikj_1800_50,31.4328E+9,9.6432E+9,7.962E+9,2.12E+6,0,11.68E+9,26.32E+6,17.936E+6,5.684E+6,3.588E+6,1.756E+6,0.6726,0.624,0.902,ijk_ikj,1800,50
ijk_ikj_1800_60,29.8844E+9,9.6508E+9,7.9638E+9,1.74E+6,0,11.46468E+9,39.78E+6,31.288E+6,4.904E+6,3.264E+6,1.38E+6,0.683,0.651,0.886,ijk_ikj,1800,60
ijk_ikj_1800_72,29.521E+9,9.9168E+9,8.1818E+9,1.14E+6,20E+3,11.087E+9,98.52E+6,84.76E+6,5.136E+6,3.516E+6,1.388E+6,0.7169,0.699,0.768,ijk_ikj,1800,72
ijk_ikj_1800_75,30.3598E+9,10.0466E+9,8.3096E+9,1.14E+6,40E+3,11.07556E+9,123.12E+6,112.588E+6,5.204E+6,3.54E+6,1.328E+6,0.6701,0.641,0.74,ijk_ikj,1800,75
ijk_ikj_1800_90,29.7734E+9,10.3084E+9,8.5254E+9,960E+3,20E+3,10.21854E+9,224.66E+6,225.216E+6,5.232E+6,3.92E+6,1.08E+6,0.7206,0.667,0.824,ijk_ikj,1800,90
ijk_ikj_1800_100,29.0106E+9,10.174E+9,8.382E+9,760E+3,0,10.05742E+9,230.86E+6,228.672E+6,6.156E+6,4.956E+6,976E+3,0.7551,0.736,0.807,ijk_ikj,1800,100
ijk_ikj_1800_120,28.7968E+9,9.9768E+9,8.2258E+9,580E+3,140E+3,9.9635E+9,225.4E+6,222.596E+6,10.62E+6,9.56E+6,848E+3,0.7225,0.706,0.831,ijk_ikj,1800,120
ijk_ikj_1800_150,28.947E+9,10.0348E+9,8.2984E+9,340E+3,1.18E+6,10.2565E+9,205.9E+6,185.868E+6,19.808E+6,18.988E+6,644E+3,0.704,0.669,0.768,ijk_ikj,1800,150
ijk_ikj_1800_180,28.4352E+9,9.9948E+9,8.2144E+9,380E+3,0,10.1332E+9,198.76E+6,164.2E+6,34.008E+6,33.228E+6,704E+3,0.8142,0.804,0.854,ijk_ikj,1800,180
ijk_ikj_1800_200,28.3648E+9,10.2598E+9,8.418E+9,320E+3,20E+3,10.04916E+9,198.02E+6,156.636E+6,44.676E+6,43.852E+6,704E+3,0.904,0.888,0.983,ijk_ikj,1800,200
ijk_ikj_1800_225,28.4786E+9,10.47E+9,8.6218E+9,320E+3,240E+3,10.21124E+9,195.34E+6,147.476E+6,46.592E+6,45.912E+6,612E+3,0.7071,0.683,0.776,ijk_ikj,1800,225
ijk_ikj_1800_300,28.1434E+9,10.1828E+9,8.3248E+9,240E+3,0,10.12632E+9,176.62E+6,143.624E+6,39.092E+6,38.548E+6,468E+3,0.9133,0.904,0.941,ijk_ikj,1800,300
ijk_ikj_1800_360,28.0762E+9,9.8928E+9,8.0706E+9,320E+3,40E+3,10.31032E+9,175.48E+6,140.22E+6,35.112E+6,34.628E+6,368E+3,1.0741,1.038,1.203,ijk_ikj,1800,360
ijk_ikj_1800_450,28.1262E+9,9.8098E+9,8.0994E+9,460E+3,0,10.26956E+9,184.26E+6,158.148E+6,27.5E+6,26.828E+6,644E+3,0.6804,0.664,0.728,ijk_ikj,1800,450
ijk_ikj_1900_10,55.6056E+9,15.9588E+9,13.175E+9,65.26E+6,0,15.12346E+9,106.64E+6,8.048E+6,100.44E+6,98.78E+6,1.484E+6,1.167,1.09,1.477,ijk_ikj,1900,10
ijk_ikj_1900_19,45.1494E+9,12.9928E+9,10.7524E+9,16.72E+6,0,14.75856E+9,50.14E+6,12.212E+6,35.928E+6,32.48E+6,3.02E+6,0.9251,0.883,1.068,ijk_ikj,1900,19
ijk_ikj_1900_20,40.4702E+9,12.0544E+9,9.96E+9,15.2E+6,0,13.5516E+9,47.16E+6,13.104E+6,32.804E+6,29.58E+6,2.84E+6,0.888,0.828,1.009,ijk_ikj,1900,20
ijk_ikj_1900_25,40.8308E+9,11.7658E+9,9.7324E+9,9.8E+6,20E+3,13.87322E+9,42.42E+6,17.584E+6,22.144E+6,18.176E+6,3.48E+6,0.8674,0.803,1.039,ijk_ikj,1900,25
ijk_ikj_1900_38,38.3702E+9,11.1352E+9,9.2042E+9,4.28E+6,0,13.92774E+9,31.54E+6,18.836E+6,10.72E+6,6.984E+6,3.296E+6,0.8182,0.768,0.953,ijk_ikj,1900,38
ijk_ikj_1900_50,36.968E+9,10.7136E+9,8.856E+9,2.56E+6,0,13.791E+9,27.94E+6,18.812E+6,6.716E+6,3.944E+6,2.488E+6,0.8197,0.76,0.917,ijk_ikj,1900,50
ijk_ikj_1900_76,34.6038E+9,10.741E+9,8.8788E+9,1.26E+6,140E+3,12.796E+9,110.24E+6,96.464E+6,5.332E+6,3.328E+6,1.688E+6,0.8513,0.822,0.963,ijk_ikj,1900,76
ijk_ikj_1900_95,35.048E+9,11.2232E+9,9.2878E+9,880E+3,0,12.02186E+9,284.56E+6,282.424E+6,6.144E+6,4.672E+6,1.196E+6,0.8115,0.786,0.902,ijk_ikj,1900,95
ijk_ikj_1900_100,34.1186E+9,11.1578E+9,9.2222E+9,920E+3,0,11.78536E+9,274.52E+6,271.2E+6,6.2E+6,4.824E+6,1.052E+6,0.8765,0.821,1.022,ijk_ikj,1900,100
ijk_ikj_1900_190,33.7358E+9,11.447E+9,9.4028E+9,380E+3,0,11.84296E+9,232.82E+6,189.512E+6,46.98E+6,46.06E+6,748E+3,0.9672,0.945,1.061,ijk_ikj,1900,190
ijk_ikj_1900_380,32.9912E+9,11.3528E+9,9.2478E+9,380E+3,0,11.93078E+9,212E+6,179.292E+6,36.68E+6,36.076E+6,568E+3,1.2397,1.22,1.353,ijk_ikj,1900,380
